placekey,latitude,longitude,street_address,city,region,postal_code,phone_number,open_hours,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
223-222@65y-smg-47q,42.643579,-73.699609,279 Troy Rd Ste 5,Rensselaer,NY,12144,15182830174,"{ ""Mon"": [[""10:45"", ""21:00""]], ""Tue"": [[""10:45"", ""21:00""]], ""Wed"": [[""10:45"", ""21:00""]], ""Thu"": [[""10:45"", ""21:00""]], ""Fri"": [[""10:45"", ""21:00""]], ""Sat"": [[""10:45"", ""21:00""]], ""Sun"": [[""10:45"", ""21:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,310,221,"[13,8,11,4,13,20,11,7,12,7,9,16,8,18,9,11,8,11,8,5,9,10,11,10,10,6,11,4,9,8,13]",12871,12,"{""<5"":10,""5-10"":129,""11-20"":51,""21-60"":75,""61-120"":13,""121-240"":12,"">240"":20}","{""Target"":11,""PetSmart"":9,""Stewart's Shops"":8,""Dunkin'"":7,""Walmart"":6,""Starbucks"":5,""McDonald's"":5,""Planet Fitness"":4,""Cumberland Farms"":4,""Mobil"":4,""Sunoco"":4,""Michaels Stores"":3,""Panera Bread"":3,""YMCA"":3,""The Home Depot"":2,""Wendy's"":2,""Five Below"":2,""Price Chopper New England"":2,""Burger King"":2,""Hallmark Cards"":1}","{""Stewart's Shops"":56,""Walmart"":55,""McDonald's"":53,""Dunkin'"":53,""Target"":49,""Starbucks"":46,""Sunoco"":46,""Cumberland Farms"":41,""Mobil"":40,""Wendy's"":33,""Subway"":33,""CVS"":27,""Price Chopper New England"":26,""PetSmart"":25,""Taco Bell"":24,""Walgreens"":22,""Panera Bread"":21,""Chick-fil-A"":20,""Michaels Stores"":20,""Dollar Tree"":20}","[2,1,1,1,1,1,4,8,11,11,14,39,62,65,60,56,57,56,46,38,21,14,6,4]","{""Monday"":43,""Tuesday"":44,""Wednesday"":42,""Thursday"":48,""Friday"":50,""Saturday"":49,""Sunday"":34}","{""android"":78,""ios"":139}"
zzw-222@5vg-nwf-mp9,38.713241,-120.840123,3987 Missouri Flat Rd Ste 390,Diamond Springs,CA,95667,15307480094,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,681,504,"[24,28,31,8,26,19,25,24,33,17,13,21,16,19,22,21,29,22,25,20,27,15,29,32,15,22,21,18,21,19,19]",12965,16,"{""<5"":26,""5-10"":261,""11-20"":102,""21-60"":201,""61-120"":45,""121-240"":17,"">240"":29}","{""Safeway"":9,""Walmart"":9,""Chevron"":7,""Starbucks"":6,""T.J. Maxx"":6,""Sears Home Services"":5,""McDonald's"":4,""ARCO"":4,""Safeway Fuel Station"":4,""Taco Bell"":4,""Target"":3,""Ross Stores"":3,""The Habit Burger Grill"":3,""The Home Depot"":3,""Walgreens"":2,""In-N-Out Burger"":2,""Marshall Medical"":2,""Subway"":2,""Jamba"":2,""Jack in the Box"":2}","{""Chevron"":58,""Walmart"":57,""Safeway"":53,""Starbucks"":51,""McDonald's"":45,""ARCO"":38,""Target"":35,""Safeway Fuel Station"":34,""Taco Bell"":33,""The Home Depot"":31,""T.J. Maxx"":28,""In-N-Out Burger"":28,""Costco"":28,""Sears Home Services"":27,""Subway"":27,""Walgreens"":26,""Shell Oil"":25,""Ross Stores"":23,""Jamba"":22,""CVS"":22}","[2,0,0,1,3,9,26,18,26,48,60,89,103,105,92,84,97,83,87,64,47,35,26,14]","{""Monday"":94,""Tuesday"":76,""Wednesday"":89,""Thursday"":106,""Friday"":130,""Saturday"":128,""Sunday"":58}","{""android"":243,""ios"":259}"
zzw-223@628-zzs-k9f,42.09591,-72.60205,219 Memorial Ave,West Springfield Town,MA,1089,14137361005,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,256,214,"[8,9,7,15,7,12,6,5,7,7,11,8,3,5,13,16,13,13,3,9,11,11,9,8,5,4,6,6,5,5,9]",7059,11,"{""<5"":9,""5-10"":116,""11-20"":33,""21-60"":70,""61-120"":15,""121-240"":4,"">240"":9}","{""McDonald's"":12,""Dunkin'"":8,""Six Flags"":7,""Taco Bell"":6,""Walmart"":5,""CVS"":5,""Pride"":5,""Cumberland Farms"":5,""Dollar Tree"":4,""The Home Depot"":3,""T.J. Maxx"":3,""Speedway"":3,""Wendy's"":3,""Mobil"":3,""F.L. Roberts"":3,""Ocean State Job Lot"":3,""Shell Oil"":3,""Planet Fitness"":2,""Starbucks"":2,""Work 'N Gear"":2}","{""Dunkin'"":67,""McDonald's"":61,""CVS"":49,""Walmart"":41,""Cumberland Farms"":38,""Taco Bell"":37,""Wendy's"":37,""Subway"":36,""Shell Oil"":34,""Pride"":33,""Stop & Shop"":33,""Sunoco"":32,""Dollar Tree"":30,""Starbucks"":28,""Pizza Hut"":26,""The Home Depot"":25,""Mobil"":25,""Walgreens"":24,""T.J. Maxx"":23,""Big Y Foods"":23}","[13,8,8,8,8,8,8,8,8,8,10,27,42,37,36,29,36,24,34,32,29,34,20,15]","{""Monday"":22,""Tuesday"":30,""Wednesday"":28,""Thursday"":42,""Friday"":46,""Saturday"":44,""Sunday"":44}","{""android"":75,""ios"":139}"
224-222@5z6-2nh-9pv,33.577052,-117.725283,26661 Aliso Creek Rd Ste A,Aliso Viejo,CA,92656,19493627539,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,343,261,"[5,10,9,4,9,12,10,15,16,11,7,10,13,11,12,14,5,16,10,11,15,13,15,7,14,9,17,11,21,4,7]",4805,35,"{""<5"":5,""5-10"":50,""11-20"":40,""21-60"":145,""61-120"":48,""121-240"":29,"">240"":26}","{""Urban Plates"":11,""Target"":7,""76"":5,""Starbucks"":4,""Hobby Lobby Stores"":4,""Simon mall"":4,""Panda Express"":4,""Shell Oil"":3,""Chevron"":3,""McDonald's"":3,""Chick-fil-A"":3,""Renaissance Hotels"":3,""Walmart"":2,""T.J. Maxx"":2,""Ralphs"":2,""Trader Joe's"":2,""Pinot's Palette"":2,""Chevron Extra Mile"":2,""Taco Bell"":2,""Kohl's"":2}","{""Starbucks"":56,""Target"":52,""Shell Oil"":42,""Chevron"":39,""Costco"":39,""Walmart"":37,""McDonald's"":36,""Chick-fil-A"":36,""Simon mall"":35,""In-N-Out Burger"":30,""Trader Joe's"":27,""Subway"":27,""76"":26,""CVS"":25,""Urban Plates"":25,""Ralphs"":25,""Hobby Lobby Stores"":25,""Mobil"":23,""The Home Depot"":22,""T.J. Maxx"":19}","[1,0,0,0,0,0,1,6,12,11,9,28,69,71,57,39,34,63,86,88,77,39,3,2]","{""Monday"":38,""Tuesday"":53,""Wednesday"":47,""Thursday"":66,""Friday"":59,""Saturday"":39,""Sunday"":41}","{""android"":73,""ios"":190}"
22c-222@5z5-3rs-hwk,34.04211,-118.258404,301 W Olympic Blvd Ste A,Los Angeles,CA,90015,12136233306,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,157,91,"[4,4,5,0,4,4,4,4,2,8,7,7,6,3,5,3,3,5,3,4,1,0,6,5,8,4,2,6,14,11,15]",13746,40,"{""<5"":5,""5-10"":41,""11-20"":15,""21-60"":30,""61-120"":17,""121-240"":11,"">240"":38}","{""Jack in the Box"":7,""McDonald's"":6,""Walmart"":5,""Starbucks"":5,""ARCO"":5,""Shell Oil"":4,""Chevron"":4,""7-Eleven"":4,""CVS"":4,""Chick-fil-A"":3,""In-N-Out Burger"":3,""Subway"":3,""Tocaya"":2,""Pure Barre"":2,""Wendy's"":2,""76"":2,""Costco Gasoline"":2,""Ralphs"":2,""Smart & Final"":2,""Denny's"":2}","{""McDonald's"":48,""Starbucks"":46,""CVS"":38,""Chevron"":37,""Subway"":35,""Target"":34,""Shell Oil"":34,""7-Eleven"":33,""Jack in the Box"":30,""ARCO"":30,""Chick-fil-A"":27,""Mobil"":26,""Walmart"":25,""The Home Depot"":24,""Ross Stores"":23,""El Pollo Loco"":22,""Costco"":20,""Panda Express"":20,""76"":19,""Ralphs"":19}","[20,23,24,27,27,27,27,42,44,42,38,34,32,26,24,23,10,17,20,23,29,26,24,26]","{""Monday"":18,""Tuesday"":16,""Wednesday"":14,""Thursday"":27,""Friday"":26,""Saturday"":36,""Sunday"":20}","{""android"":44,""ios"":47}"
23h-222@5q9-bqm-xqz,39.750301,-104.999057,1480 16th St,Denver,CO,80202,17209042052,"{ ""Mon"": [[""10:45"", ""21:00""]], ""Tue"": [[""10:45"", ""21:00""]], ""Wed"": [[""10:45"", ""21:00""]], ""Thu"": [[""10:45"", ""21:00""]], ""Fri"": [[""10:45"", ""21:00""]], ""Sat"": [[""10:45"", ""19:00""]], ""Sun"": [] }",2021-07-01T00:00:00-06:00,2021-08-01T00:00:00-06:00,151,125,"[8,5,6,0,1,4,5,7,3,6,0,4,12,8,8,5,5,2,5,9,4,7,4,5,1,3,7,4,6,2,5]",22783,21,"{""<5"":1,""5-10"":35,""11-20"":27,""21-60"":55,""61-120"":6,""121-240"":7,"">240"":20}","{""Starbucks"":9,""Pavilions"":5,""Chick-fil-A"":5,""ConocoPhillips"":4,""Wendy's"":3,""SpringHill Suites by Marriott"":3,""Walmart"":3,""Target"":3,""Westin Hotels & Resorts"":3,""McDonald's"":3,""Subway"":3,""Family Dollar Stores"":3,""Auntie Anne's"":2,""7-Eleven"":2,""Caribou Coffee"":2,""Sinclair Oil"":2,""Walgreens"":2,""Kum & Go"":2,""Phillips 66"":2,""Shell Oil"":2}","{""Starbucks"":48,""Walmart"":47,""McDonald's"":47,""ConocoPhillips"":39,""Shell Oil"":36,""Target"":33,""Chick-fil-A"":33,""King Soopers"":31,""Phillips 66"":30,""Taco Bell"":26,""Subway"":26,""7-Eleven"":26,""Walgreens"":22,""Wendy's"":21,""Sinclair Oil"":19,""Qdoba Mexican Grill"":18,""The Home Depot"":18,""Costco"":18,""Panera Bread"":15,""Burger King"":15}","[2,1,0,1,1,1,1,0,10,15,21,34,41,48,40,28,24,18,17,15,10,6,3,3]","{""Monday"":13,""Tuesday"":32,""Wednesday"":21,""Thursday"":36,""Friday"":19,""Saturday"":27,""Sunday"":3}","{""android"":53,""ios"":69}"
228-222@5z5-34s-59f,34.146264,-118.115594,1687 E Colorado Blvd,Pasadena,CA,91106,16267653314,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,176,120,"[2,7,4,3,10,13,9,4,6,2,4,3,5,4,12,11,4,3,6,4,8,8,8,1,0,8,3,9,4,5,6]",6913,12,"{""<5"":10,""5-10"":72,""11-20"":28,""21-60"":33,""61-120"":6,""121-240"":2,"">240"":25}","{""Starbucks"":9,""ARCO"":5,""Target"":4,""Taco Bell"":3,""Mobil"":3,""99 Cents Only Stores"":3,""Walgreens"":3,""Shell Oil"":3,""76"":3,""FedEx"":3,""In-N-Out Burger"":3,""Subway"":3,""7-Eleven"":2,""McDonald's"":2,""Chevron"":2,""Costco Gasoline"":2,""Staples"":2,""Costco"":2,""Westfield"":2,""Valero Energy"":2}","{""Starbucks"":54,""McDonald's"":54,""Target"":48,""ARCO"":44,""In-N-Out Burger"":35,""Westfield"":34,""76"":30,""Shell Oil"":30,""Subway"":30,""Costco"":29,""Chevron"":28,""99 Cents Only Stores"":26,""CVS"":26,""Walmart"":25,""7-Eleven"":25,""Jack in the Box"":24,""Mobil"":24,""Ross Stores"":23,""Panda Express"":23,""The Home Depot"":22}","[1,1,1,1,0,0,0,0,23,32,31,48,48,47,35,26,29,12,15,11,16,8,3,2]","{""Monday"":27,""Tuesday"":25,""Wednesday"":30,""Thursday"":30,""Friday"":37,""Saturday"":17,""Sunday"":10}","{""android"":53,""ios"":65}"
227-222@8g7-2m9-dgk,33.967104,-84.022465,860 Duluth Hwy Ste 320,Lawrenceville,GA,30043,16789859290,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,712,564,"[42,15,21,10,21,36,11,30,12,19,24,30,27,17,17,33,25,30,18,23,26,24,16,27,14,25,16,25,38,23,17]",8985,12,"{""<5"":23,""5-10"":281,""11-20"":156,""21-60"":201,""61-120"":12,""121-240"":16,"">240"":23}","{""QuikTrip"":9,""Walmart"":7,""Target"":6,""Chick-fil-A"":6,""Starbucks"":5,""McDonald's"":4,""The Home Depot"":4,""Chevron"":3,""Shell Oil"":3,""RaceTrac"":3,""Kroger"":3,""BP"":2,""Dunkin'"":2,""Taco Bell"":2,""AMC Entertainment"":2,""Kroger Fuel Center"":2,""Walgreens"":2,""Subway"":2,""Dollar Tree"":2,""Simon mall"":2}","{""Walmart"":64,""Chick-fil-A"":63,""QuikTrip"":62,""McDonald's"":62,""Target"":45,""Shell Oil"":44,""Simon mall"":41,""Starbucks"":40,""Zaxby's"":38,""Kroger"":36,""Chevron"":35,""RaceTrac"":34,""Kroger Fuel Center"":32,""CVS"":29,""Wendy's"":29,""Dollar Tree"":28,""BP"":27,""Walgreens"":27,""Taco Bell"":26,""Subway"":26}","[8,5,5,6,5,6,5,8,20,26,42,76,107,117,90,78,61,83,95,76,72,65,16,11]","{""Monday"":94,""Tuesday"":102,""Wednesday"":79,""Thursday"":151,""Friday"":99,""Saturday"":109,""Sunday"":78}","{""android"":215,""ios"":347}"
223-222@5nz-vzd-3dv,41.562531,-93.799381,490 S 68th St Ste 110,West Des Moines,IA,50266,15152268527,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-05:00,2021-08-01T00:00:00-05:00,747,584,"[17,22,22,3,23,30,22,19,21,35,28,20,21,24,24,23,25,22,28,20,15,28,21,31,32,33,16,25,19,23,55]",27018,17,"{""<5"":13,""5-10"":265,""11-20"":161,""21-60"":191,""61-120"":37,""121-240"":59,"">240"":21}","{""Casey's General Stores"":12,""Kum & Go"":11,""Target"":9,""Walmart"":7,""Chick-fil-A"":7,""McDonald's"":6,""Starbucks"":6,""Costco"":5,""Petco"":3,""Hy-Vee"":2,""QuikTrip"":2,""Fareway Stores"":2,""Hampton"":2,""Hobby Lobby Stores"":2,""Hy-Vee Gas Station"":2,""Kohl's"":2,""ALDI"":2,""Dollar Tree"":2,""T.J. Maxx"":2,""Party City"":2}","{""Casey's General Stores"":67,""McDonald's"":55,""Kum & Go"":54,""Walmart"":53,""Target"":51,""Starbucks"":36,""Chick-fil-A"":36,""Hy-Vee"":35,""Subway"":31,""Walgreens"":25,""Hy-Vee Gas Station"":23,""Dairy Queen"":23,""Jimmy John's"":22,""Culver's"":22,""Fareway Stores"":21,""QuikTrip"":20,""Dollar General"":19,""BP"":19,""Dollar Tree"":18,""Kwik Trip"":17}","[3,0,0,0,0,0,0,7,15,15,31,77,117,136,100,84,88,90,98,127,123,84,44,13]","{""Monday"":104,""Tuesday"":87,""Wednesday"":86,""Thursday"":107,""Friday"":110,""Saturday"":168,""Sunday"":85}","{""android"":190,""ios"":390}"
225-222@8gf-r6z-mc5,35.586707,-82.58743,946 Patton Ave Ste 30,Asheville,NC,28806,18282530731,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,157,146,"[5,8,7,6,6,9,0,2,4,9,3,10,2,4,5,5,6,8,3,4,6,4,8,10,1,0,5,5,6,4,2]",13496,8,"{""<5"":7,""5-10"":97,""11-20"":11,""21-60"":29,""61-120"":8,""121-240"":4,"">240"":1}","{""McDonald's"":15,""Shell Oil"":13,""Ingles Markets"":9,""Chick-fil-A"":8,""Walmart"":7,""Taco Bell"":7,""Starbucks"":6,""Stanton Optical"":4,""BP"":4,""Goodwill Industries"":4,""Dollar General"":4,""Sam's Club"":4,""Arby's"":4,""Bojangles'"":3,""Little Caesars"":3,""Cook Out"":3,""Gold's Gym"":3,""Wendy's"":3,""Sam's Club Fuel Center"":3,""Zaxby's"":3}","{""McDonald's"":71,""Shell Oil"":62,""Walmart"":58,""Chick-fil-A"":57,""Ingles Markets"":54,""Starbucks"":53,""Taco Bell"":39,""BP"":36,""Lowe's"":34,""Walgreens"":34,""Target"":32,""Zaxby's"":32,""Bojangles'"":32,""Dollar General"":31,""Exxon Mobil"":31,""Wendy's"":30,""Sonic"":29,""CVS"":29,""Dunkin'"":27,""Cook Out"":26}","[2,0,0,0,0,0,0,3,9,4,11,12,24,13,15,21,8,11,22,6,24,22,4,5]","{""Monday"":19,""Tuesday"":20,""Wednesday"":15,""Thursday"":22,""Friday"":29,""Saturday"":34,""Sunday"":18}","{""android"":63,""ios"":85}"
22j-222@5q9-bqr-wff,39.725481,-104.987014,550 N Broadway Ste C,Denver,CO,80203,,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-06:00,2021-08-01T00:00:00-06:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",,5,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}","{""King Soopers"":100,""Bank of America"":100}","{""Circle K Gas"":100,""Barnes and Noble"":100,""Jersey Mike's"":100,""Einstein Brothers"":100,""Punch Bowl Social"":100,""Rocky Mountain Chocolate Factory"":100,""Baskin Robbins"":100,""Starbucks"":100,""Wendy's"":100,""King Soopers"":100,""ConocoPhillips"":100,""Staples"":100,""Bank of America"":100,""Valero Energy"":100,""Exxon Mobil"":100,""Shell Oil"":100}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":1,""Sunday"":0}","{""android"":0,""ios"":0}"
223-222@8fy-cy9-bp9,28.225191,-81.643861,1091 Posner Blvd,Davenport,FL,33837,18635880448,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,1201,1005,"[28,52,46,24,38,43,28,41,45,47,28,34,37,50,40,44,45,40,31,33,41,30,43,36,38,32,32,28,27,63,57]",19381,18,"{""<5"":31,""5-10"":350,""11-20"":291,""21-60"":454,""61-120"":38,""121-240"":16,"">240"":21}","{""Five Below"":14,""Walmart"":9,""Target"":9,""McDonald's"":7,""Chick-fil-A"":7,""Wawa"":7,""7-Eleven"":7,""RaceTrac"":6,""Ross Stores"":6,""Starbucks"":6,""Publix Super Markets"":4,""Walgreens"":4,""Shell Oil"":3,""Dollar Tree"":3,""Wendy's"":3,""Simon mall"":3,""Michaels Stores"":3,""JCPenney"":3,""Books-A-Million"":3,""Lowe's"":2}","{""Walmart"":71,""McDonald's"":60,""7-Eleven"":47,""Publix Super Markets"":46,""Chick-fil-A"":45,""Wawa"":44,""Target"":43,""RaceTrac"":42,""Walgreens"":39,""Starbucks"":36,""Shell Oil"":35,""Wendy's"":34,""Five Below"":34,""Taco Bell"":30,""CVS"":30,""Dollar Tree"":26,""Ross Stores"":26,""Lowe's"":26,""Dollar General"":25,""Mobil"":24}","[5,3,1,1,1,5,22,29,33,41,63,115,161,154,146,157,122,156,170,158,104,94,21,7]","{""Monday"":135,""Tuesday"":145,""Wednesday"":147,""Thursday"":166,""Friday"":247,""Saturday"":231,""Sunday"":130}","{""android"":432,""ios"":571}"
222-222@8gj-8zs-59f,30.436125,-84.258402,1498 Apalachee Pkwy Unit 16,Tallahassee,FL,32301,18502549992,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,89,83,"[3,7,3,1,4,6,2,2,2,3,0,4,3,2,3,3,1,2,3,3,1,4,8,0,1,2,5,2,1,5,3]",12753,10,"{""<5"":2,""5-10"":47,""11-20"":12,""21-60"":23,""61-120"":2,""121-240"":2,"">240"":1}","{""Walmart"":15,""McDonald's"":10,""Best Buy"":8,""Target"":7,""Marathon"":6,""Hungry Howie's Pizza & Subs"":4,""Hardee's"":4,""Shell Oil"":4,""PetSmart"":3,""Dollar General"":3,""Costco"":3,""Culver's"":3,""CVS"":3,""Publix Super Markets"":3,""Chicken Salad Chick"":3,""Subway"":3,""Dollar Tree"":3,""Petco"":2,""Pure Barre"":2,""Murphy USA"":2}","{""Walmart"":70,""McDonald's"":57,""Target"":54,""Chick-fil-A"":54,""CVS"":47,""Shell Oil"":45,""Publix Super Markets"":43,""Marathon"":36,""Dollar General"":34,""Hungry Howie's Pizza & Subs"":33,""Wendy's"":33,""Zaxby's"":33,""Walgreens"":30,""Whataburger"":28,""Subway"":28,""Murphy USA"":27,""Taco Bell"":27,""Starbucks"":24,""Dollar Tree"":24,""Sam's Club Fuel Center"":23}","[1,1,1,1,1,1,1,1,2,4,3,13,18,22,5,2,4,5,6,8,7,9,4,2]","{""Monday"":13,""Tuesday"":17,""Wednesday"":7,""Thursday"":13,""Friday"":25,""Saturday"":10,""Sunday"":4}","{""android"":53,""ios"":29}"
zzw-223@5z5-3k4-gff,34.092557,-118.145831,2121 W Main St Ste 210,Alhambra,CA,91801,16262845509,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,175,145,"[8,4,8,3,4,10,5,5,7,3,1,3,8,9,8,8,8,1,5,5,4,8,4,10,5,2,5,0,6,7,11]",3650,11,"{""<5"":1,""5-10"":84,""11-20"":28,""21-60"":52,""61-120"":6,""121-240"":0,"">240"":4}","{""Target"":11,""McDonald's"":9,""Starbucks"":6,""Costco Gasoline"":6,""76"":5,""7-Eleven"":5,""LA Fitness"":5,""Costco"":5,""ARCO"":5,""The Home Depot"":4,""Five Below"":4,""In-N-Out Burger"":3,""Walmart"":2,""Jack in the Box"":2,""Walgreens"":2,""Westfield"":2,""Petco"":2,""Honda"":2,""Planet Fitness"":2,""Chevron"":2}","{""McDonald's"":66,""Target"":61,""Starbucks"":57,""Costco"":37,""Jack in the Box"":35,""In-N-Out Burger"":33,""76"":32,""The Home Depot"":32,""7-Eleven"":32,""Walmart"":30,""Costco Gasoline"":30,""ARCO"":30,""Westfield"":30,""Shell Oil"":30,""Chevron"":29,""Ralphs"":28,""CVS"":28,""Subway"":28,""Taco Bell"":22,""Ross Stores"":21}","[4,2,2,2,2,2,2,2,2,3,9,23,31,17,21,21,11,12,26,34,20,10,3,2]","{""Monday"":14,""Tuesday"":28,""Wednesday"":18,""Thursday"":35,""Friday"":30,""Saturday"":40,""Sunday"":10}","{""android"":57,""ios"":84}"
